,plot_id,x,y,project_id,Strata
165,826,-1043850,2964480,3130,99
166,831,467520,1663710,3130,99
167,836,816120,2190300,3130,99
168,841,-487800,1191990,3130,99
169,846,-2055060,2260620,3130,99
170,851,1205970,1560930,3130,99
171,856,-1241130,2791440,3130,99
172,861,-335550,1072590,3130,99
173,866,-2200380,1547550,3130,99
174,871,-2163540,2780730,3130,99
175,876,-1881480,2436870,3130,99
176,881,-1429380,2105190,3130,99
177,886,838350,1341360,3130,99
178,891,873690,2591370,3130,99
179,896,914610,2503350,3130,99
180,901,-1879800,2860650,3130,99
181,906,602010,2611980,3130,99
182,911,-1186590,1013670,3130,99
183,916,-1573500,1327710,3130,99
184,921,-379590,1969650,3130,99
185,926,1422180,2003910,3130,99
186,931,147600,1144980,3130,99
187,936,1653240,2484840,3130,99
188,941,-1957350,1740450,3130,99
189,946,-1981170,1858170,3130,99
190,951,691800,2031660,3130,99
191,956,-258690,2388060,3130,99
192,961,-143850,547200,3130,99
193,966,359400,2030550,3130,99
194,971,986610,1189740,3130,99
195,976,1049160,1950390,3130,99
196,981,-562200,2638260,3130,99
197,986,1483530,1425870,3130,99
198,991,-751620,2569470,3130,99
199,996,1300500,611130,3130,99
200,1001,-1049580,1132860,3130,99
201,1006,657510,1272360,3130,99
202,1011,-211350,1889430,3130,99
203,1016,-473670,2021250,3130,99
204,1021,-782280,2531430,3130,99
205,1026,-1502940,1981770,3130,99
206,1031,-1817250,2532630,3130,99
207,1036,-439860,2336730,3130,99
208,1041,718110,1396320,3130,99
209,1046,-921360,1712340,3130,99
210,1051,405810,2032260,3130,99
211,1056,117480,2577120,3130,99
212,1061,-665670,2600910,3130,99
213,1066,-1922640,2737440,3130,99
214,1071,-1656060,2656560,3130,99
215,1076,-464010,1187730,3130,99
216,1081,-134100,1920000,3130,99
217,1086,-741750,909840,3130,99
218,1091,-1061640,1612770,3130,99
219,1096,455820,1286250,3130,99
220,1101,1458300,2016960,3130,99
221,1106,784140,2067750,3130,99
222,1111,1758540,2056650,3130,99
223,1116,-1503990,2019810,3130,99
224,1121,-312090,663420,3130,99
225,1126,-996720,1657860,3130,99
226,1131,-1738800,2493000,3130,99
227,1136,1298040,856260,3130,99
228,1141,-586320,1651260,3130,99
229,1146,-1208010,2857410,3130,99
230,1151,-1176930,1338480,3130,99
231,1156,-133920,2801880,3130,99
232,1161,-274020,2425410,3130,99
233,1166,1086510,1347870,3130,99
234,1171,-1610970,3063360,3130,99
235,1176,1685490,1671480,3130,99
236,1181,-107160,2831880,3130,99
237,1186,432960,1181700,3130,99
238,1191,-1779300,1763910,3130,99
239,1196,-2182590,1851180,3130,99
240,1201,365640,1014990,3130,99
241,1206,-1238280,1672290,3130,99
242,1211,1688580,2476860,3130,99
243,1216,1539360,557280,3130,99
244,1221,-855690,998880,3130,99
245,1226,-644580,1357320,3130,99
246,1231,1113210,2070630,3130,99
247,1236,-1863240,2199180,3130,99
248,1241,-1086540,1186860,3130,99
249,1246,390960,2385960,3130,99
250,1251,-1977000,1428240,3130,99
251,1256,-1873260,2662890,3130,99
252,1261,200610,871260,3130,99
253,1266,68160,2032200,3130,99
254,1271,-1312230,1707690,3130,99
255,1276,-813270,1976340,3130,99
256,1281,65340,787290,3130,99
257,1286,-30630,1854570,3130,99
258,1291,1724580,1579530,3130,99
259,1296,-241920,2277870,3130,99
260,1301,-1794900,2845650,3130,99
261,1306,-1736550,3095850,3130,99
262,1311,-1322790,1616040,3130,99
263,1316,1599330,1978140,3130,99
264,1321,-611160,1541850,3130,99
265,1326,694500,1410210,3130,99
266,1331,903870,2436090,3130,99
267,1336,-827970,2053620,3130,99
268,1341,1302990,1064850,3130,99
269,1346,-268800,2585640,3130,99
270,1351,-1400460,2727330,3130,99
271,1356,-432360,1624200,3130,99
272,1361,-519360,1040070,3130,99
273,1366,-617940,1062780,3130,99
274,1371,-2052600,2582700,3130,99
275,1376,-1409340,1584480,3130,99
276,1381,419790,2222490,3130,99
277,1386,320460,1835520,3130,99
278,1391,-872880,2168280,3130,99
279,1396,748590,2347050,3130,99
280,1401,-660990,968490,3130,99
281,1406,-2041380,2194320,3130,99
282,1411,1226580,1428570,3130,99
283,1416,-800700,1586130,3130,99
284,1421,-1686420,2330040,3130,99
285,1426,-267180,879870,3130,99
286,1431,434610,1107660,3130,99
287,1436,-549300,2715360,3130,99
288,1441,-568230,2663040,3130,99
289,1446,-1187100,1542540,3130,99
290,1451,-194670,1369500,3130,99
291,1456,-223560,2071950,3130,99
292,1461,120270,1222140,3130,99
293,1466,-116400,2407680,3130,99
294,1471,1355730,801960,3130,99
295,1476,-1595820,2188080,3130,99
296,1481,-1879980,2334870,3130,99
297,1486,2138460,2318280,3130,99
298,1491,499860,1824240,3130,99
299,1496,-723510,1746240,3130,99
300,1501,951750,2383650,3130,99
301,1506,-679620,2819340,3130,99
302,1511,-541410,1578330,3130,99
303,1516,-758760,2189880,3130,99
304,1521,-448710,2165790,3130,99
305,1526,-1943130,1279140,3130,99
306,1531,-985410,2732730,3130,99
307,1536,-1779870,2738700,3130,99
308,1541,-2049780,1806480,3130,99
309,1546,87180,1063770,3130,99
310,1551,150630,1465290,3130,99
311,1556,-1191180,2673240,3130,99
312,1561,716880,1705620,3130,99
313,1566,1799280,2081760,3130,99
314,1571,-1558440,2292270,3130,99
315,1576,-1067580,1216920,3130,99
316,1581,-389940,2214630,3130,99
317,1586,1177260,2153610,3130,99
318,1591,-1981080,3020160,3130,99
319,1596,-1265820,2593020,3130,99
320,1601,-183030,850800,3130,99
321,1606,-1194150,2856930,3130,99
322,1611,-2137320,1917720,3130,99
323,1616,38760,723690,3130,99
324,1621,-140310,2836020,3130,99
325,1626,-742740,1175730,3130,99
326,1631,-1265760,2160000,3130,99
327,1636,-1426860,2120580,3130,99
328,1641,1981380,2525820,3130,99
329,1646,143490,1559580,3130,99
330,1651,-1625160,1606770,3130,99
331,1656,-916800,2748210,3130,99
332,1661,-1902060,2451180,3130,99
333,1666,-1212840,1122420,3130,99
334,1671,203580,2187120,3130,99
335,1676,228600,1200630,3130,99
336,1681,-1869330,2944380,3130,99
337,1686,855630,2069100,3130,99
338,1691,-842190,2463150,3130,99
339,1696,-2002080,1475010,3130,99
340,1701,-1611390,1386870,3130,99
341,1706,1717200,2284890,3130,99
342,1711,716580,894420,3130,99
343,1716,-77130,1014630,3130,99
344,1721,-22350,2874180,3130,99
345,1726,-399510,1159530,3130,99
346,1731,1216560,2128890,3130,99
347,1736,-2122620,1651650,3130,99
348,1741,-8580,989130,3130,99
349,1746,1601130,2483670,3130,99
350,1751,-220470,690390,3130,99
351,1756,-396930,2789460,3130,99
352,1761,-972330,2575350,3130,99
353,1766,-2152380,2484990,3130,99
354,1771,-2084490,1888590,3130,99
355,1776,929220,947220,3130,99
356,1781,1073730,1609530,3130,99
357,1786,-358260,824730,3130,99
358,1791,674730,854250,3130,99
359,1796,1133250,1276860,3130,99
360,1801,1393860,2196450,3130,99
361,1806,-535620,2514120,3130,99
362,1811,815370,1558200,3130,99
363,1816,-1885230,3043680,3130,99
364,1821,1595370,2400840,3130,99
365,1826,801900,2398860,3130,99
366,1831,117930,2838150,3130,99
367,1836,788850,1038570,3130,99
368,1841,-210810,1039980,3130,99
369,1846,-808080,1404210,3130,99
370,1851,662820,1873710,3130,99
371,1856,-1873200,2933850,3130,99
372,1861,-1911540,2589690,3130,99
373,1866,244200,2103720,3130,99
374,1871,-1919640,2635830,3130,99
375,1876,-445320,827250,3130,99
376,1881,1505100,2279910,3130,99
377,1886,-1308720,1712730,3130,99
378,1891,-1723500,2655840,3130,99
379,1896,1470180,1699710,3130,99
380,1901,969300,1044690,3130,99
381,1906,596490,2589420,3130,99
382,1911,-126990,2698020,3130,99
383,1916,219360,842880,3130,99
384,1921,-1786320,2854110,3130,99
385,1926,1029840,1378920,3130,99
386,1931,1730790,2647680,3130,99
387,1936,-827760,2378250,3130,99
388,1941,-883200,2643270,3130,99
389,1946,-485850,2899980,3130,99
390,1951,579900,1706940,3130,99
391,1956,-351930,1663950,3130,99
392,1961,141690,927180,3130,99
393,1966,236160,1007730,3130,99
394,1971,689430,2463480,3130,99
395,1976,932850,1199220,3130,99
396,1981,-1122420,2180460,3130,99
397,1986,-1490580,1685460,3130,99
398,1991,-460200,2559240,3130,99
399,1996,-1967490,1895340,3130,99
400,2001,-1464600,2857080,3130,99
401,2006,-1136040,1988190,3130,99
402,2011,-1438140,1687410,3130,99
403,2016,-1858260,1780770,3130,99
404,2021,-84180,734400,3130,99
405,2026,-1280730,2403000,3130,99
406,2031,-356670,1454850,3130,99
407,2036,-1686870,2178480,3130,99
408,2041,-1301190,2756730,3130,99
409,2046,760710,1512660,3130,99
410,2051,-574050,1101270,3130,99
411,2056,-694650,2328390,3130,99
412,2061,1466970,766020,3130,99
413,2066,933120,1718130,3130,99
414,2071,618360,2560140,3130,99
415,2076,-1053060,1851180,3130,99
416,2081,-102570,874950,3130,99
417,2086,-1800120,1267320,3130,99
418,2091,371100,837420,3130,99
419,2096,-190260,1057950,3130,99
420,2101,1650450,1754070,3130,99
421,2106,1413720,277140,3130,99
422,2111,-755520,1439880,3130,99
423,2116,-1641150,3024240,3130,99
424,2121,-1596480,1625640,3130,99
425,2126,1643580,1472280,3130,99
426,2131,-975570,1050900,3130,99
427,2136,88230,2007390,3130,99
428,2141,1388430,647220,3130,99
429,2146,-665490,970860,3130,99
430,2151,1072560,1433970,3130,99
431,2156,2130,2196120,3130,99
432,2161,-1216800,1520520,3130,99
433,2166,-1793070,2035560,3130,99
434,2171,620520,2799060,3130,99
435,2176,97230,1909050,3130,99
436,2181,-1056180,2829540,3130,99
437,2186,342420,1626270,3130,99
438,2191,927360,1297170,3130,99
439,2196,638340,2075070,3130,99
440,2201,-718080,1854270,3130,99
441,2206,-1398330,2421210,3130,99
442,2211,-979350,1273560,3130,99
443,2216,-314040,516420,3130,99
444,2221,-130350,2807820,3130,99
445,2226,-2269770,2580180,3130,99
446,2231,-1781700,1786560,3130,99
447,2236,-1433580,1108170,3130,99
448,2241,-1444200,2747550,3130,99
449,2246,1427880,822390,3130,99
450,2251,-1171380,2073660,3130,99
451,2256,342210,789270,3130,99
452,2261,-37890,2817390,3130,99
453,2266,1558560,2450580,3130,99
454,2271,1449150,757230,3130,99
455,2276,-1425690,2260590,3130,99
456,2281,-1922070,2436780,3130,99
457,2286,-1762800,1859730,3130,99
458,2291,2038200,2954940,3130,99
459,2296,-1837500,2822430,3130,99
460,2301,1373820,881310,3130,99
461,2306,1767720,2583270,3130,99
462,2311,-150360,393330,3130,99
463,2316,845010,2235900,3130,99
464,2321,1008960,2011380,3130,99
465,2326,417690,1170690,3130,99
466,2331,2083890,2372760,3130,99
467,2336,152910,2129400,3130,99
468,2341,1434150,1336680,3130,99
469,2346,-1092090,2354190,3130,99
470,2351,-342000,2640390,3130,99
471,2356,1317570,1833960,3130,99
472,2361,-1878390,1988460,3130,99
473,2366,1003440,2149860,3130,99
474,2371,973920,2274990,3130,99
475,2376,176610,2040630,3130,99
476,2381,-1244340,1933950,3130,99
477,2386,435390,2258220,3130,99
478,2391,-198570,574410,3130,99
479,2396,352560,2466960,3130,99
480,2401,275460,2525280,3130,99
481,2406,-132870,468810,3130,99
482,2411,-131310,2778420,3130,99
483,2416,132660,1753680,3130,99
484,2421,382260,1424160,3130,99
485,2426,610290,2192520,3130,99
486,2431,-2107860,1784040,3130,99
487,2436,-1554690,2259600,3130,99
488,2441,465330,1027290,3130,99
489,2446,613980,1243290,3130,99
490,2451,-1344750,1827060,3130,99
491,2456,-1713510,1246620,3130,99
492,2461,-531030,2488440,3130,99
493,2466,-1504650,1962870,3130,99
494,2471,-571680,1303800,3130,99
495,2476,-1915890,1562490,3130,99
496,2481,1263210,2041860,3130,99
497,2486,1507950,2177130,3130,99
498,2491,-565260,2858490,3130,99
499,2496,-499950,2279010,3130,99
500,2501,1543440,1998240,3130,99
501,2506,-1805340,1476990,3130,99
502,2511,-2123400,1751400,3130,99
503,2516,1551210,2364660,3130,99
504,2521,1069920,2411940,3130,99
505,2526,496050,829740,3130,99
506,2531,716400,2616870,3130,99
507,2536,-1312770,1691160,3130,99
508,2541,-1939440,1911420,3130,99
509,2546,678450,2364750,3130,99
510,2551,855360,1100490,3130,99
511,2556,-1083930,1476990,3130,99
512,2561,1413570,774780,3130,99
513,2566,-1981230,2660370,3130,99
514,2571,534990,1787340,3130,99
515,2576,189150,1275510,3130,99
516,2581,969750,1802490,3130,99
517,2586,1145850,1672740,3130,99
518,2591,880230,869550,3130,99
519,2596,1427760,2011680,3130,99
520,2601,-1543620,1836240,3130,99
521,2606,-609750,2773290,3130,99
522,2611,-1203870,2330730,3130,99
523,2616,-653340,965070,3130,99
524,2621,1290960,1730880,3130,99
525,2626,-1713480,2491980,3130,99
526,2631,787020,2172090,3130,99
527,2636,-392010,2585070,3130,99
528,2641,538770,1995540,3130,99
529,2646,-766890,2226690,3130,99
530,2651,-1385640,2685180,3130,99
531,2656,351510,987270,3130,99
532,2661,554430,1212450,3130,99
533,2666,808170,2064060,3130,99
534,2671,553950,1845000,3130,99
535,2676,921000,2263620,3130,99
536,2681,-1654020,1759800,3130,99
537,2686,-1834800,2459850,3130,99
538,2691,-422340,2186820,3130,99
539,2696,-322500,2620770,3130,99
540,2701,119550,2674950,3130,99
541,2706,-146400,542610,3130,99
542,2711,-308970,1787100,3130,99
543,2716,-195450,2726730,3130,99
544,2721,1244850,816750,3130,99
545,2726,-193170,2539680,3130,99
546,2731,991890,928890,3130,99
547,2736,-967140,2047800,3130,99
548,2741,-598080,1344420,3130,99
549,2746,132780,2573670,3130,99
550,2751,1054200,2409270,3130,99
551,2756,854640,1822200,3130,99
552,2761,556560,1302660,3130,99
553,2766,-1985130,2794680,3130,99
554,2771,-727740,980130,3130,99
555,2776,-475830,2804400,3130,99
556,2781,-704610,2587440,3130,99
557,2786,-924360,2495190,3130,99
558,2791,1419990,1129350,3130,99
559,2796,469230,1121250,3130,99
560,2801,1524270,1355010,3130,99
561,2806,-1103820,2496780,3130,99
562,2811,-513600,2287380,3130,99
563,2816,-2021190,1594500,3130,99
564,2821,-2189790,2612070,3130,99
565,2826,-2019210,2206650,3130,99
566,2831,-933720,1703610,3130,99
567,2836,269340,1122600,3130,99
568,2841,-227550,360360,3130,99
569,2846,-108660,1684590,3130,99
570,2851,101310,813390,3130,99
571,2856,472500,1116300,3130,99
572,2861,4500,2714130,3130,99
573,2866,-1560180,2882460,3130,99
574,2871,868530,1485270,3130,99
575,2876,830880,1582680,3130,99
576,2881,-157260,2017710,3130,99
577,2886,-286530,1223370,3130,99
578,2891,-1829040,2866500,3130,99
579,2896,136170,2734590,3130,99
580,2901,280140,1922430,3130,99
581,2906,129300,1979280,3130,99
582,2911,-433950,2111400,3130,99
583,2916,-1658160,2275740,3130,99
584,2921,-591000,2800950,3130,99
585,2926,-1367880,1023900,3130,99
586,2931,-624390,1535610,3130,99
587,2936,-1727670,2481570,3130,99
588,2941,582600,771540,3130,99
589,2946,861900,2149500,3130,99
590,2951,493950,1687410,3130,99
591,2956,-602970,2021490,3130,99
592,2961,1315920,728040,3130,99
593,2966,-1157460,1998540,3130,99
594,2971,-2173710,2541150,3130,99
595,2976,-816150,2772030,3130,99
596,2981,-1459050,1451370,3130,99
597,2986,-965100,1326030,3130,99
598,2991,195540,1740960,3130,99
599,2996,-259350,778470,3130,99
600,3001,632490,2511660,3130,99
601,3006,854730,2579970,3130,99
602,3011,-1793490,2340990,3130,99
603,3016,1444440,1727550,3130,99
604,3021,-2101920,1713360,3130,99
605,3026,-964440,1357320,3130,99
606,3031,-661050,1435200,3130,99
607,3036,1284000,1497540,3130,99
608,3041,614040,1054320,3130,99
609,3046,-2228640,2099670,3130,99
610,3051,1625430,1868220,3130,99
611,3056,469860,721230,3130,99
612,3061,-1966020,2996670,3130,99
613,3066,-314190,1888620,3130,99
614,3071,604380,1395060,3130,99
615,3076,-549210,1923900,3130,99
616,3081,873780,2219130,3130,99
617,3086,-1039830,2260350,3130,99
618,3091,1463460,2116440,3130,99
619,3096,-675990,1635240,3130,99
620,3101,-1889100,2351250,3130,99
621,3106,-1228020,2166210,3130,99
622,3111,-791250,2878590,3130,99
623,3116,234480,1813200,3130,99
624,3121,-2092050,3119250,3130,99
625,3126,-1746690,1646520,3130,99
626,3131,1617390,1751760,3130,99
627,3136,-1592820,1848990,3130,99
628,3141,-1478040,1368360,3130,99
629,3146,1218450,1809390,3130,99
630,3151,-1898640,1263960,3130,99
631,3156,-789240,1609380,3130,99
632,3161,49500,1106430,3130,99
633,3166,2008050,2690520,3130,99
634,3171,-1085550,2547660,3130,99
635,3176,-767190,2769480,3130,99
636,3181,-515100,770910,3130,99
637,3186,712110,2439060,3130,99
638,3191,-1273410,1254480,3130,99
639,3196,-956160,2919390,3130,99
640,3201,-436200,1119420,3130,99
641,3206,-550560,1738260,3130,99
642,3211,-1892550,1312890,3130,99
643,3216,969030,1277460,3130,99
644,3221,-1566300,2940120,3130,99
645,3226,-1824120,1416000,3130,99
646,3231,1949760,2751510,3130,99
647,3236,92970,794760,3130,99
648,3241,732330,2675190,3130,99
649,3246,-672150,2778330,3130,99
650,3251,-1266450,2728290,3130,99
651,3256,1357200,904800,3130,99
652,3261,-275520,443550,3130,99
653,3266,-93540,2239710,3130,99
654,3271,-78660,1828800,3130,99
655,3276,-1504830,2827560,3130,99
656,3281,-1052580,2053620,3130,99
657,3286,1209420,2016000,3130,99
658,3291,-455790,1481880,3130,99
659,3296,1374690,1146120,3130,99
660,3301,-1088610,1701300,3130,99
661,3306,-1194450,2886660,3130,99
662,3311,1446240,1744710,3130,99
663,3316,881910,2447400,3130,99
664,3321,-900930,1205190,3130,99
665,3326,-1782450,2263110,3130,99
666,3331,-1695660,1689090,3130,99
667,3336,-1203030,1040910,3130,99
668,3341,86520,2609460,3130,99
669,3346,389160,2568300,3130,99
670,3351,1263600,1872120,3130,99
671,3356,-314280,718920,3130,99
672,3361,146490,2161260,3130,99
673,3366,-2132040,1774650,3130,99
674,3371,-931080,1179300,3130,99
675,3376,800610,1452720,3130,99
676,3381,1311720,1719480,3130,99
677,3386,-1749330,2914080,3130,99
678,3391,-1236720,2088270,3130,99
679,3396,353970,1601490,3130,99
680,3401,-626100,823500,3130,99
681,3406,-222150,2521410,3130,99
682,3411,-1243380,1213740,3130,99
683,3416,-1285740,2551020,3130,99
684,3421,-1559700,2593830,3130,99
685,3426,-2162280,1642290,3130,99
686,3431,-2089110,2360220,3130,99
687,3436,-2197230,2527110,3130,99
688,3441,-1641330,1462560,3130,99
689,3446,-513810,1162500,3130,99
690,3451,197340,2134950,3130,99
691,3456,-297990,1848270,3130,99
692,3461,-1115790,1958760,3130,99
693,3466,840,783390,3130,99
694,3471,-1885950,2157000,3130,99
695,3476,-1424310,2421210,3130,99
696,3481,787410,2389350,3130,99
697,3486,831690,2130570,3130,99
698,3491,-175560,1309740,3130,99
699,3496,-763410,1258590,3130,99
700,3501,-297660,1907520,3130,99
701,3506,1400430,2415450,3130,99
702,3511,0,2516910,3130,99
703,3516,-323190,837360,3130,99
704,3521,1169610,2155170,3130,99
705,3526,-2058120,1785660,3130,99
706,3531,-5430,2352780,3130,99
707,3536,459870,1393560,3130,99
708,3541,-748560,2135130,3130,99
709,3546,-881370,2774520,3130,99
710,3551,41940,2751810,3130,99
711,3556,-998250,1292160,3130,99
712,3561,-1945740,2037870,3130,99
713,3566,660960,718440,3130,99
714,3571,-1891500,2667060,3130,99
715,3576,-1353270,2150820,3130,99
716,3581,-2192430,1776060,3130,99
717,3586,-2139150,1795920,3130,99
718,3591,138540,865980,3130,99
719,3596,-1617360,2907060,3130,99
720,3601,-2208240,1935120,3130,99
721,3606,-1412220,2561880,3130,99
722,3611,105090,2360010,3130,99
723,3616,-1032240,2864160,3130,99
724,3621,1334100,2240130,3130,99
725,3626,-2128080,2808810,3130,99
726,3631,-465840,2720910,3130,99
727,3636,-151170,2300910,3130,99
728,3641,1224810,1859160,3130,99
729,3646,-592710,2379450,3130,99
730,3651,1910610,2252250,3130,99
731,3656,1650000,2251170,3130,99
732,3661,-1024320,2946990,3130,99
733,3666,-2160630,2695170,3130,99
734,3671,197940,2291490,3130,99
735,3676,1316910,1409550,3130,99
736,3681,-1213710,1934850,3130,99
737,3686,-1464240,1262730,3130,99
738,3691,-755490,2863770,3130,99
739,3696,-559080,2493480,3130,99
740,3701,-1039140,2407170,3130,99
741,3706,-593940,1548510,3130,99
742,3711,1777980,2449170,3130,99
743,3716,-1514220,2611860,3130,99
744,3721,-885330,1204740,3130,99
745,3726,-87390,2326260,3130,99
746,3731,554940,2038200,3130,99
747,3736,1283040,2160480,3130,99
748,3741,1298430,1996170,3130,99
749,3746,961590,1596150,3130,99
750,3751,63990,1979610,3130,99
751,3756,-1975890,2385390,3130,99
752,3761,-1151610,1423320,3130,99
753,3766,-1976250,2699370,3130,99
754,3771,-706590,937260,3130,99
755,3776,-784860,997170,3130,99
756,3781,-2215410,1583280,3130,99
757,3786,1095660,971310,3130,99
758,3791,1692930,2441670,3130,99
759,3796,-1076100,2765700,3130,99
760,3801,-631770,2561310,3130,99
761,3806,417570,2293980,3130,99
762,3811,-1925850,3098070,3130,99
763,3816,923190,2569650,3130,99
764,3821,-2027190,2837040,3130,99
765,3826,629820,2049450,3130,99
766,3831,-985410,1214040,3130,99
767,3836,513060,2021610,3130,99
768,3841,-2162280,2452440,3130,99
769,3846,-1623360,1853580,3130,99
770,3851,263700,2385630,3130,99
771,3856,856680,1888200,3130,99
772,3861,-1778190,1818720,3130,99
773,3866,-915120,2720070,3130,99
774,3871,-2047860,2055720,3130,99
775,3876,745590,2661420,3130,99
776,3881,199170,1822530,3130,99
777,3886,-2168040,1804590,3130,99
778,3891,1103400,1512360,3130,99
779,3896,2016150,2547930,3130,99
780,3901,-148350,2242230,3130,99
781,3906,1189770,1964610,3130,99
782,3911,-1673580,1662990,3130,99
783,3916,-1627470,2957580,3130,99
784,3921,529470,1657020,3130,99
785,3926,963570,1761360,3130,99
786,3931,1496430,2110260,3130,99
