project_id,plot_id,time,status
3132,1,2023-11-18 06:17:13.215971,complete
3132,2,2023-11-18 10:12:41.804416,complete
3132,3,2023-11-18 14:05:31.353330,complete
3132,4,2023-11-18 16:26:16.999380,complete
3132,5,2023-11-18 18:33:13.609031,complete
3132,6,2023-11-18 22:26:37.499304,complete
3132,7,2023-11-19 00:37:12.956155,complete
3132,8,2023-11-19 03:52:01.272890,complete
3132,9,2023-11-19 05:57:21.915834,complete
3132,10,2023-11-19 08:02:53.793753,complete
