plot_id,x,y,project_id,Strata
874,-883200,2557560,1211,99
875,681150,2098470,1211,99
876,-2056770,1762290,1211,99
877,547230,1028580,1211,99
878,1164720,1235820,1211,99
879,1378860,596130,1211,99
880,-404160,1546740,1211,99
881,-1090110,1521450,1211,99
882,1751340,2437560,1211,99
883,700740,2053320,1211,99
884,-1222650,1307010,1211,99
885,811650,1653210,1211,99
886,-671910,1803000,1211,99
887,313470,1820040,1211,99
888,243720,1846740,1211,99
889,-1218030,2836470,1211,99
890,-78090,1006980,1211,99
891,1579920,2106060,1211,99
892,404190,1960590,1211,99
893,-367350,809370,1211,99
894,-726600,2784090,1211,99
895,1368840,1848660,1211,99
896,-1175730,2959740,1211,99
897,-1840590,2767170,1211,99
898,-798600,962970,1211,99
899,-809010,894450,1211,99
900,482700,1449390,1211,99
901,-54750,2516190,1211,99
902,-1135080,2496240,1211,99
903,-2096700,1700010,1211,99
904,-181740,2224530,1211,99
905,-376530,1609500,1211,99
906,-1180920,2619450,1211,99
907,-577710,1868880,1211,99
908,1355070,770100,1211,99
909,908190,1803780,1211,99
910,-1457880,3006960,1211,99
911,34290,2787540,1211,99
912,-1704930,1212960,1211,99
913,-2012070,2338500,1211,99
914,-473520,1130520,1211,99
915,9750,2130390,1211,99
916,-331170,1737240,1211,99
917,1391040,1090980,1211,99
918,-197760,1536000,1211,99
919,-826320,834810,1211,99
920,-304200,651660,1211,99
921,816480,1115850,1211,99
922,-858690,2145270,1211,99
923,1085550,1995270,1211,99
924,-955140,1531110,1211,99
925,-1749570,2964210,1211,99
926,2123280,2953200,1211,99
927,-189240,1424910,1211,99
928,635040,1302360,1211,99
929,-139110,1831590,1211,99
