plot_id,x,y,project_id,Strata
930,41520,1623270,1211,99
931,-522150,2289720,1211,99
932,-1019250,1518480,1211,99
933,-381150,733890,1211,99
934,-1542300,1732080,1211,99
935,-1204140,1962030,1211,99
936,1306410,702930,1211,99
937,-902160,2048670,1211,99
938,-950340,1876860,1211,99
939,751260,1004370,1211,99
940,-1485420,2941050,1211,99
941,-1280070,1286400,1211,99
942,279180,2713680,1211,99
943,665430,928740,1211,99
944,1383720,2227050,1211,99
945,-2060040,2629800,1211,99
946,-584550,2764230,1211,99
947,-884490,2849730,1211,99
948,48780,2186130,1211,99
949,-279270,2862360,1211,99
950,2195640,2827740,1211,99
951,-1532400,2407050,1211,99
952,-1127160,2858790,1211,99
953,-1138530,1986240,1211,99
954,-273240,1375080,1211,99
955,-1678260,1483290,1211,99
956,1867860,2236170,1211,99
957,-675720,2305170,1211,99
958,1349190,1259700,1211,99
959,-46170,1122990,1211,99
960,-704490,1715130,1211,99
961,1580520,1686540,1211,99
962,-165270,1614330,1211,99
963,-854520,2596740,1211,99
964,987360,1312500,1211,99
965,-169860,1470120,1211,99
966,220770,2105400,1211,99
967,-567540,2228310,1211,99
968,-1776120,1358220,1211,99
969,-1951560,2663010,1211,99
970,713490,1247280,1211,99
971,-1789530,2990520,1211,99
972,-1869570,1384770,1211,99
973,-722580,2614680,1211,99
974,807360,2373120,1211,99
975,-77910,2759730,1211,99
976,-1283640,2262960,1211,99
977,-812280,2235240,1211,99
978,-805650,1033410,1211,99
979,-288030,2625720,1211,99
980,-29070,1248930,1211,99
981,-1774560,2433390,1211,99
982,-1852740,2117580,1211,99
983,-1180650,1857960,1211,99
984,-2143140,1634700,1211,99
985,-1535760,1464360,1211,99
986,1128390,1456350,1211,99
987,382380,1625430,1211,99
988,-2115420,1816740,1211,99
989,-382500,2391180,1211,99
990,-734310,1884270,1211,99
991,-1560600,1627530,1211,99
992,-287310,2032830,1211,99
993,-1235880,1304550,1211,99
994,777270,2441250,1211,99
995,-1397940,2187990,1211,99
996,599610,1668600,1211,99
997,-366240,838260,1211,99
998,-1635030,2301120,1211,99
999,-853950,1264860,1211,99
1000,1204590,1437090,1211,99
1001,-172320,850110,1211,99
1002,-79500,2210610,1211,99
1003,309750,1822860,1211,99
1004,1173000,2093670,1211,99
1005,-1874610,3072570,1211,99
1006,-1986810,2213100,1211,99
1007,159630,1197480,1211,99
1008,1223760,937470,1211,99
1009,-2113290,2836230,1211,99
1010,-212040,1107660,1211,99
1011,-1484370,1206210,1211,99
1012,1338960,2109720,1211,99
1013,-1980840,1514700,1211,99
1014,-256860,2110920,1211,99
1015,-2091630,3087600,1211,99
1016,-910860,1199280,1211,99
1017,-2113020,2224890,1211,99
1018,1217310,2159130,1211,99
1019,-845640,1662540,1211,99
1020,1369770,1611630,1211,99
1021,134940,2638800,1211,99
1022,305070,981810,1211,99
1023,349380,1448070,1211,99
1024,-1453920,1805310,1211,99
1025,-1965480,3111210,1211,99
1026,-953850,2778840,1211,99
1027,-487050,2008860,1211,99
1028,698310,1883550,1211,99
1029,620100,2495670,1211,99
1030,-541500,879720,1211,99
1031,-1489980,2112540,1211,99
1032,-1401630,1903380,1211,99
1033,705000,1659750,1211,99
1034,932910,2065740,1211,99
1035,-815940,2793330,1211,99
1036,401280,2526690,1211,99
1037,-665190,2106060,1211,99
1038,1560150,1661490,1211,99
1039,-743520,931350,1211,99
1040,-1067490,2811870,1211,99
1041,-157740,2588880,1211,99
1042,1522440,1931460,1211,99
1043,-1239210,1987920,1211,99
1044,-181830,2313960,1211,99
1045,-682080,1338570,1211,99
1046,-787080,1604640,1211,99
1047,-1560450,2876400,1211,99
1048,-844740,2032080,1211,99
1049,12870,2428950,1211,99
1050,-1770510,1765380,1211,99
1051,-922080,1491030,1211,99
1052,-252330,1270320,1211,99
1053,701100,1954740,1211,99
1054,-763590,1099440,1211,99
1055,2029620,2934840,1211,99
1056,842160,1976670,1211,99
1057,-2204940,2122050,1211,99
1058,-1940910,1517010,1211,99
1059,787200,1301820,1211,99
1060,1596930,2174310,1211,99
1061,-1814730,2533320,1211,99
1062,1867200,2631480,1211,99
1063,-150900,981120,1211,99
1064,-1745640,2916030,1211,99
1065,513330,2131560,1211,99
1066,-509760,2299320,1211,99
1067,377940,1941180,1211,99
1068,-2054520,1513140,1211,99
1069,-1777620,2279400,1211,99
1070,1480560,606090,1211,99
1071,-1233570,1932720,1211,99
1072,-345450,1844310,1211,99
1073,-1187850,2494380,1211,99
1074,540240,1137300,1211,99
1075,-1684470,3091590,1211,99
1076,1902180,2311560,1211,99
1077,1410,2413800,1211,99
1078,-2112300,1857120,1211,99
1079,-2054610,1876740,1211,99
1080,-2212710,1835970,1211,99
1081,-696870,740370,1211,99
1082,533010,2505990,1211,99
1083,-1185150,1380600,1211,99
1084,-1836540,1305750,1211,99
1085,-1905270,1497510,1211,99
1086,-690990,784680,1211,99
1087,652140,2544300,1211,99
1088,2031540,2398110,1211,99
1089,1683990,1496880,1211,99
1090,282180,2079480,1211,99
1091,83160,1479120,1211,99
1092,1832910,2248200,1211,99
1093,187080,2830620,1211,99
1094,-607110,1270920,1211,99
1095,1370220,1596480,1211,99
1096,-644970,2176620,1211,99
1097,264780,2435820,1211,99
1098,1005450,1823220,1211,99
1099,-943260,1885890,1211,99
1100,-275490,1382820,1211,99
1101,-1649520,1253040,1211,99
1102,-491610,990330,1211,99
1103,-47340,2226660,1211,99
1104,-2094120,2489970,1211,99
1105,-1570770,1704150,1211,99
1106,267150,1071300,1211,99
1107,-1047300,1186650,1211,99
1108,608970,972210,1211,99
1109,1439820,1622040,1211,99
1110,-58410,2305590,1211,99
1111,876630,2569140,1211,99
1112,-1644720,2804070,1211,99
1113,1258590,1204230,1211,99
1114,82110,773280,1211,99
1115,-461520,1307190,1211,99
1116,-1616280,1241520,1211,99
1117,110550,2703900,1211,99
1118,-1053630,2562690,1211,99
1119,1406910,2008320,1211,99
1120,486300,2658960,1211,99
1121,663720,1766340,1211,99
1122,725880,1456440,1211,99
1123,-185250,1388580,1211,99
1124,-98250,2695290,1211,99
1125,-1345530,1099230,1211,99
1126,-591660,977460,1211,99
1127,-1448790,1987110,1211,99
1128,889620,2318460,1211,99
1129,-1671420,1472220,1211,99
1130,149280,2328600,1211,99
1131,1066770,1903080,1211,99
1132,-994560,2441340,1211,99
1133,-137760,1025970,1211,99
1134,-1957290,1906890,1211,99
1135,1115910,1769400,1211,99
1136,-1466160,2985780,1211,99
1137,-1402650,1531260,1211,99
1138,-1545780,3051600,1211,99
1139,969750,1825200,1211,99
1140,-82050,1533720,1211,99
1141,-194670,2164050,1211,99
1142,291780,939210,1211,99
1143,-189780,1387980,1211,99
1144,1493220,1418370,1211,99
1145,-58830,2256780,1211,99
1146,-2018250,2676900,1211,99
1147,1187700,1397580,1211,99
1148,1597830,2376720,1211,99
1149,717960,846900,1211,99
1150,-220920,622530,1211,99
1151,582960,2224350,1211,99
1152,-162360,2294730,1211,99
1153,1363500,601410,1211,99
1154,-1553940,3005910,1211,99
1155,492330,1942020,1211,99
1156,1580280,1460070,1211,99
1157,-622950,1852440,1211,99
1158,-528000,1499940,1211,99
1159,60540,1065930,1211,99
1160,1904520,2217390,1211,99
1161,-2035860,2895540,1211,99
1162,-742500,1653660,1211,99
1163,-1725900,1965570,1211,99
1164,-607230,2847720,1211,99
1165,-1810620,1953750,1211,99
1166,410340,857190,1211,99
1167,792270,1490250,1211,99
1168,552960,2593440,1211,99
1169,315570,2403960,1211,99
1170,-1061370,1837740,1211,99
1171,-59250,1218930,1211,99
1172,-675870,2337270,1211,99
1173,-1914210,2076570,1211,99
1174,-1043700,2731440,1211,99
1175,698250,1553550,1211,99
1176,-2298360,2312550,1211,99
1177,-953400,2160600,1211,99
1178,-2187960,2655960,1211,99
1179,-339750,2469210,1211,99
1180,-1275240,1262700,1211,99
1181,-97890,1584570,1211,99
1182,635010,1155390,1211,99
1183,-661080,1596870,1211,99
1184,1127550,2075490,1211,99
1185,550050,1130310,1211,99
1186,-1141470,2919120,1211,99
1187,-209160,2752200,1211,99
1188,-749250,2155080,1211,99
1189,626220,2009070,1211,99
1190,-557190,2644080,1211,99
1191,-1596180,2615370,1211,99
1192,1507560,581550,1211,99
1193,51300,1599390,1211,99
1194,209070,1090800,1211,99
1195,90720,1505010,1211,99
1196,-2158920,2014440,1211,99
1197,-1871460,3112320,1211,99
1198,-1780230,2019120,1211,99
1199,1695420,1738650,1211,99
1200,-1085670,1264530,1211,99
1201,-353250,823170,1211,99
1202,1124070,1877040,1211,99
1203,-1835010,2514420,1211,99
1204,-458670,2419200,1211,99
1205,522750,2440620,1211,99
1206,-2110350,2728770,1211,99
1207,-115920,2073840,1211,99
1208,-1396230,1842240,1211,99
1209,-1905210,2901510,1211,99
1210,-1302570,2097570,1211,99
1211,59970,1265610,1211,99
1212,-2007540,1579740,1211,99
1213,-360720,2076570,1211,99
1214,-831810,1895970,1211,99
1215,1700790,2303790,1211,99
1216,430560,1949430,1211,99
1217,-889890,1178100,1211,99
1218,-2227020,2077290,1211,99
1219,983970,2096970,1211,99
1220,1428030,1130280,1211,99
1221,609360,1459380,1211,99
1222,526170,1266300,1211,99
1223,-1384050,1707720,1211,99
1224,-1873770,2712150,1211,99
1225,1162440,1228140,1211,99
1226,-183930,415170,1211,99
1227,-1018230,1497420,1211,99
1228,-899220,2702160,1211,99
1229,665880,1553520,1211,99
1230,597540,2585640,1211,99
1231,-1041030,1617390,1211,99
1232,-390720,1152810,1211,99
1233,863760,2642040,1211,99
1234,-831720,1067040,1211,99
1235,1991820,2835270,1211,99
1236,-453030,1386810,1211,99
1237,-1581960,2086650,1211,99
1238,-1960770,1934970,1211,99
1239,-330720,2625540,1211,99
1240,-990090,1457970,1211,99
1241,1685730,1738410,1211,99
1242,-1196910,1215390,1211,99
1243,629970,2413320,1211,99
1244,125070,1324800,1211,99
1245,56520,855270,1211,99
1246,1024200,844980,1211,99
1247,518610,1314960,1211,99
1248,-267480,1691010,1211,99
1249,697740,1934880,1211,99
1250,1337520,2079690,1211,99
1251,-2095050,1900590,1211,99
1252,-196410,1104300,1211,99
1253,-225030,2152140,1211,99
1254,-503220,1482630,1211,99
1255,-1542270,2857770,1211,99
1256,604830,2572890,1211,99
1257,-136890,1608870,1211,99
1258,762150,1498860,1211,99
1259,-2046810,2319690,1211,99
1260,-2248830,2211000,1211,99
1261,-104370,1896360,1211,99
1262,431520,1098840,1211,99
1263,-1627560,2248020,1211,99
1264,-346770,1298280,1211,99
1265,-2012940,2615400,1211,99
1266,-2017620,2911740,1211,99
1267,-178230,1216740,1211,99
1268,1066080,1192890,1211,99
1269,1318980,1304130,1211,99
1270,-637230,2227170,1211,99
1271,192930,2270250,1211,99
1272,1533540,1839120,1211,99
1273,-962250,1999770,1211,99
1274,-2222610,2310510,1211,99
1275,1566390,1593690,1211,99
1276,-1103880,1237320,1211,99
1277,-1129350,1508820,1211,99
1278,-438330,2054910,1211,99
1279,282000,2438580,1211,99
1280,-1311090,2173770,1211,99
1281,-1606200,2032530,1211,99
1282,-1760190,2669700,1211,99
1283,-270300,2484660,1211,99
1284,1272750,2098800,1211,99
1285,-1465920,1494660,1211,99
1286,214950,2708820,1211,99
1287,-195510,2200740,1211,99
1288,-2175540,2174970,1211,99
1289,-3810,1702620,1211,99
1290,-1274220,2124270,1211,99
1291,1701270,2217990,1211,99
1292,-939060,2062830,1211,99
1293,-1151580,1542630,1211,99
1294,-2001900,2234430,1211,99
1295,-671730,954990,1211,99
1296,1043040,923070,1211,99
1297,-440730,1195980,1211,99
1298,-287250,2385720,1211,99
1299,1297020,1763790,1211,99
1300,-634470,2581470,1211,99
1301,-2046000,1856340,1211,99
1302,-83430,1262490,1211,99
1303,1251060,791370,1211,99
1304,1455810,1734390,1211,99
1305,-404640,1610310,1211,99
1306,1223010,1563030,1211,99
1307,1126890,1688250,1211,99
1308,-313560,2822340,1211,99
1309,423660,1935060,1211,99
1310,-1829280,2129370,1211,99
1311,-1579140,3055890,1211,99
1312,-537780,2903220,1211,99
1313,1532760,1929960,1211,99
1314,409710,2593770,1211,99
1315,539370,2123340,1211,99
1316,-1943520,2012250,1211,99
1317,-1947780,1860600,1211,99
1318,588240,1277310,1211,99
1319,154860,1155030,1211,99
1320,182340,2143860,1211,99
1321,-1756860,2970720,1211,99
1322,-1365750,2929560,1211,99
1323,1710090,1879920,1211,99
1324,-399360,2555310,1211,99
1325,458670,753240,1211,99
1326,1681140,1674690,1211,99
1327,-1473060,1258320,1211,99
1328,1599870,1575420,1211,99
1329,-294930,2167170,1211,99
1330,337440,1630830,1211,99
1331,-971520,2902110,1211,99
1332,1958760,2454240,1211,99
1333,-2136570,1933950,1211,99
1334,-345000,2839440,1211,99
1335,2008770,2490570,1211,99
1336,258420,1240080,1211,99
1337,-1649340,2231580,1211,99
1338,1783770,2150280,1211,99
1339,187440,1246350,1211,99
1340,-1022100,2076210,1211,99
1341,-319680,1378770,1211,99
1342,-808200,931530,1211,99
1343,661110,2149950,1211,99
1344,-35760,1195320,1211,99
1345,-1397970,2461110,1211,99
1346,436650,2624250,1211,99
1347,-200910,861150,1211,99
1348,-271230,820440,1211,99
1349,-212070,858510,1211,99
1350,-1543110,2268630,1211,99
1351,1391160,2237040,1211,99
1352,-1779900,3032730,1211,99
1353,-50790,868260,1211,99
1354,1442940,597000,1211,99
1355,158850,2072430,1211,99
1356,-1014180,2327970,1211,99
1357,-2029770,1967460,1211,99
1358,-1818450,3042240,1211,99
1359,-648990,2527830,1211,99
1360,-948450,1698630,1211,99
1361,285870,2491530,1211,99
1362,-1587270,2414760,1211,99
1363,201600,2147010,1211,99
1364,-606930,2293950,1211,99
1365,-1755810,1729890,1211,99
1366,1376730,1716090,1211,99
1367,945540,978360,1211,99
1368,-617940,2349240,1211,99
1369,1456020,563520,1211,99
1370,1391430,1906350,1211,99
1371,-546390,2511750,1211,99
1372,-1351140,2826000,1211,99
1373,-1779300,2969490,1211,99
1374,502440,1815960,1211,99
1375,1581900,1444950,1211,99
1376,-1591440,1143030,1211,99
1377,-1449480,1200180,1211,99
1378,-166290,438600,1211,99
1379,-262800,669120,1211,99
1380,-1211520,1955730,1211,99
1381,-177060,956460,1211,99
1382,-888840,2445270,1211,99
1383,-1598070,2948100,1211,99
1384,-658980,2184720,1211,99
1385,1766670,2355870,1211,99
1386,-1091880,2317770,1211,99
1387,1755660,2301660,1211,99
1388,818400,2074980,1211,99
1389,-1501770,2049030,1211,99
1390,-995220,1751970,1211,99
1391,689580,1804890,1211,99
1392,-1609320,1741560,1211,99
1393,-992490,1312290,1211,99
1394,-1049340,2784810,1211,99
1395,858630,2054100,1211,99
1396,-1017180,1762950,1211,99
1397,-309840,2689080,1211,99
1398,719430,1394580,1211,99
1399,-352170,2769240,1211,99
1400,893760,1277010,1211,99
1401,1021590,1202610,1211,99
1402,697980,1101750,1211,99
1403,-1510470,2194440,1211,99
1404,-906180,2434860,1211,99
1405,1325190,737700,1211,99
1406,1086330,1941270,1211,99
1407,-2004360,2571000,1211,99
1408,-739380,1192860,1211,99
1409,1064610,1522650,1211,99
1410,1706820,2101890,1211,99
1411,-254460,1574280,1211,99
1412,996870,1286250,1211,99
1413,521760,1874100,1211,99
1414,-1991070,1699080,1211,99
1415,-1411470,1392360,1211,99
1416,671850,1283790,1211,99
1417,-320670,1494870,1211,99
1418,2016390,2536860,1211,99
1419,1331550,1111440,1211,99
1420,-12780,1355730,1211,99
1421,1111290,1811010,1211,99
1422,-146040,2155350,1211,99
1423,629040,1418070,1211,99
1424,-1353750,1186380,1211,99
1425,-904590,2331510,1211,99
1426,-2073510,2606670,1211,99
1427,-124200,1469520,1211,99
1428,-1132950,1657020,1211,99
1429,-1797960,2919000,1211,99
1430,-1365630,1339830,1211,99
1431,1358400,762300,1211,99
1432,-1343820,1907910,1211,99
1433,-2088150,2671080,1211,99
1434,-117750,2155530,1211,99
1435,-421500,838710,1211,99
1436,1627590,2515020,1211,99
1437,-735900,2727120,1211,99
1438,-1384800,1818000,1211,99
1439,1751550,2391540,1211,99
1440,-1751400,1847670,1211,99
1441,2138940,2924370,1211,99
1442,456720,903300,1211,99
1443,977640,1094190,1211,99
1444,1170900,2023890,1211,99
1445,-863040,1026780,1211,99
1446,-172020,1711320,1211,99
1447,-2228250,2042670,1211,99
1448,-856740,2779590,1211,99
1449,379890,1754550,1211,99
1450,-1188900,1009140,1211,99
1451,1171320,1130880,1211,99
1452,390,2177220,1211,99
1453,450840,1504410,1211,99
1454,710370,1189530,1211,99
1455,309900,1135980,1211,99
1456,238530,2189010,1211,99
1457,-1447170,2676540,1211,99
1458,306000,2345670,1211,99
1459,-919530,1436700,1211,99
1460,-425520,2705010,1211,99
1461,-2231010,2134890,1211,99
1462,1380900,1359630,1211,99
1463,820410,2115900,1211,99
1464,-1817820,2316750,1211,99
1465,-489900,2058030,1211,99
1466,-86850,1323720,1211,99
1467,-84690,2328330,1211,99
1468,-476280,2185890,1211,99
1469,-1487730,1494300,1211,99
1470,757860,1538220,1211,99
1471,821100,2375820,1211,99
1472,756180,2032050,1211,99
1473,-1176240,1642470,1211,99
1474,-144450,1458420,1211,99
1475,1739520,1681620,1211,99
1476,-153180,1338240,1211,99
1477,1400790,2252130,1211,99
1478,1306020,1698480,1211,99
1479,-1483170,2913390,1211,99
1480,117000,1830990,1211,99
1481,-1590180,2785740,1211,99
1482,-1918440,2620860,1211,99
1483,-307230,839400,1211,99
1484,24480,809250,1211,99
1485,114990,1105770,1211,99
1486,-1370940,2631900,1211,99
1487,-288810,962190,1211,99
1488,-2138190,2587740,1211,99
1489,438090,934830,1211,99
1490,-1337010,2795160,1211,99
1491,-1685580,1861260,1211,99
1492,-1496880,2478450,1211,99
1493,1596960,2150640,1211,99
1494,546840,2274180,1211,99
1495,-14430,1295520,1211,99
1496,-494520,2186070,1211,99
1497,-1346040,2885340,1211,99
1498,-1448100,3028710,1211,99
1499,-903390,1926690,1211,99
1500,146580,2483880,1211,99
1501,-1032660,1630650,1211,99
1502,1115460,1716360,1211,99
1503,-106410,870930,1211,99
1504,-2243340,2259600,1211,99
1505,1019220,1616370,1211,99
1506,-1360980,3004980,1211,99
1507,1114500,839760,1211,99
1508,62040,2586270,1211,99
1509,-397050,2530710,1211,99
1510,1211070,1035720,1211,99
1511,565200,2181690,1211,99
1512,-1426830,2603970,1211,99
1513,1427460,2386200,1211,99
1514,-844500,2034420,1211,99
1515,116670,1425660,1211,99
1516,-1677570,2951550,1211,99
1517,-2169480,2423340,1211,99
1518,-66840,1638390,1211,99
1519,-94950,2600820,1211,99
1520,523740,2245320,1211,99
1521,216990,1795830,1211,99
1522,1504170,417870,1211,99
1523,-681420,1878780,1211,99
1524,-1767900,2205210,1211,99
1525,271440,1703880,1211,99
1526,-1307190,2772510,1211,99
1527,-929880,1198950,1211,99
1528,-100080,1685610,1211,99
1529,-1407240,1070610,1211,99
1530,525240,1528830,1211,99
1531,-2254830,2440290,1211,99
1532,-62730,1495890,1211,99
1533,89910,1553550,1211,99
1534,-1191600,1474380,1211,99
1535,501390,2264160,1211,99
1536,1218930,1838970,1211,99
1537,136740,2634240,1211,99
1538,918930,1990020,1211,99
1539,-315570,2789940,1211,99
1540,-811800,2596890,1211,99
1541,288930,1968900,1211,99
1542,-1499970,2565780,1211,99
1543,268380,1536840,1211,99
1544,92280,2316030,1211,99
1545,1382490,1896030,1211,99
1546,-1018890,2937570,1211,99
1547,474570,2335350,1211,99
1548,-717270,1880310,1211,99
1549,-532530,2588790,1211,99
1550,-1699530,2936580,1211,99
1551,-131100,2690880,1211,99
1552,1995270,2379330,1211,99
1553,45510,2691270,1211,99
1554,-723510,2306100,1211,99
1555,1870260,2491470,1211,99
1556,-195090,431880,1211,99
1557,25650,2381970,1211,99
1558,-814680,925590,1211,99
1559,-1479240,1704660,1211,99
1560,-1106280,2539320,1211,99
1561,363060,1391790,1211,99
1562,905610,1498980,1211,99
1563,1050000,948390,1211,99
1564,382320,2471730,1211,99
1565,341670,2570190,1211,99
1566,-1563090,2481570,1211,99
1567,812970,1859940,1211,99
1568,-365010,1862040,1211,99
1569,810450,2340780,1211,99
1570,1669830,1740510,1211,99
1571,-1326870,2320170,1211,99
1572,1030380,883650,1211,99
1573,-1556700,2750700,1211,99
1574,-771450,2836590,1211,99
1575,-383160,1097670,1211,99
1576,-406470,651720,1211,99
1577,-1521870,2072520,1211,99
1578,1343310,1420860,1211,99
1579,-1781640,2987370,1211,99
1580,192060,2058540,1211,99
1581,1491960,1343520,1211,99
1582,1463550,1824150,1211,99
1583,-1546500,2959860,1211,99
1584,-1050,2561790,1211,99
1585,-1957590,2206380,1211,99
1586,345390,1870290,1211,99
1587,-964350,2828460,1211,99
1588,-1764870,2274690,1211,99
1589,-967980,1710120,1211,99
1590,-262380,372540,1211,99
1591,-1556280,2708910,1211,99
1592,2009970,2431770,1211,99
1593,934740,911400,1211,99
1594,-1543710,2535180,1211,99
1595,-922650,2118540,1211,99
1596,570900,2103300,1211,99
1597,-597900,889230,1211,99
1598,669900,1993320,1211,99
1599,-1668780,1796910,1211,99
1600,-1902300,3122250,1211,99
1601,1207080,1205430,1211,99
1602,724200,2586300,1211,99
1603,1780170,2408490,1211,99
1604,-825720,974520,1211,99
1605,886830,2424060,1211,99
1606,1202670,1881870,1211,99
1607,769050,2343600,1211,99
1608,1825470,2438790,1211,99
1609,482430,909450,1211,99
1610,38160,1903740,1211,99
1611,-1275690,2273880,1211,99
1612,-1155630,2171100,1211,99
1613,277800,2058540,1211,99
1614,-1517100,2822190,1211,99
1615,-1231650,2811720,1211,99
1616,-964980,2468340,1211,99
1617,-694620,2618190,1211,99
1618,1343910,1306920,1211,99
1619,-1167750,1206450,1211,99
1620,-196560,1336950,1211,99
1621,-950880,1883820,1211,99
1622,-1052040,2217540,1211,99
1623,-186390,2466060,1211,99
1624,-1876530,1324530,1211,99
1625,-1971090,1472340,1211,99
1626,872880,1179270,1211,99
1627,-436260,722580,1211,99
1628,-1254210,2030790,1211,99
1629,864150,873660,1211,99
1630,-1313250,1551060,1211,99
1631,54300,2648460,1211,99
1632,1058820,1391010,1211,99
1633,-1050,2828460,1211,99
1634,-1676430,1983690,1211,99
1635,-1434090,1454400,1211,99
1636,657480,2073570,1211,99
1637,-543090,1024440,1211,99
1638,697620,836460,1211,99
1639,-1511550,2658810,1211,99
1640,1462560,1649880,1211,99
1641,99150,1796850,1211,99
1642,953310,1241970,1211,99
1643,-294780,1891230,1211,99
1644,-371040,1821870,1211,99
1645,-168180,2569230,1211,99
1646,1774770,2351580,1211,99
1647,-791310,2783160,1211,99
1648,-1630710,3000450,1211,99
1649,-1828230,3049080,1211,99
1650,374100,822720,1211,99
1651,-793080,1704030,1211,99
1652,-216360,1349190,1211,99
1653,-2199000,2186160,1211,99
1654,-17100,2087700,1211,99
1655,-526920,908490,1211,99
1656,-812160,1195740,1211,99
1657,768810,1005060,1211,99
1658,-1881630,3133110,1211,99
1659,1444140,2243490,1211,99
1660,1384380,1466220,1211,99
1661,1069170,2119770,1211,99
1662,-299700,2356710,1211,99
1663,227340,752880,1211,99
1664,1156140,1134090,1211,99
1665,-1536300,2366100,1211,99
1666,-1394220,2716170,1211,99
1667,-1969980,1567770,1211,99
1668,-1806600,2974200,1211,99
1669,1421190,483840,1211,99
1670,-1652550,1340010,1211,99
1671,-71700,1132050,1211,99
1672,-878370,1962150,1211,99
1673,756030,1338150,1211,99
1674,-1903050,2805000,1211,99
1675,-1007970,2948970,1211,99
1676,493380,2138100,1211,99
1677,-1681770,1940670,1211,99
1678,2006790,2958750,1211,99
1679,222510,2528070,1211,99
1680,-253320,1010340,1211,99
1681,-374430,2475360,1211,99
1682,-1086480,1761750,1211,99
1683,-1126740,1554930,1211,99
1684,1233240,1563660,1211,99
1685,725250,1557600,1211,99
1686,-1328760,2181780,1211,99
1687,-1756230,2698530,1211,99
1688,-807510,804960,1211,99
1689,-1795230,2698050,1211,99
1690,-1207710,2371530,1211,99
1691,-812520,1969290,1211,99
1692,-1620810,1461300,1211,99
1693,-1625640,1409370,1211,99
1694,-236850,1768800,1211,99
1695,1861950,2308410,1211,99
1696,-1475340,1182270,1211,99
1697,93570,1744320,1211,99
1698,28830,1319130,1211,99
1699,-1726710,1568160,1211,99
1700,584610,1706250,1211,99
1701,-1909260,1308780,1211,99
1702,276990,1831350,1211,99
1703,1004970,1707180,1211,99
1704,-1500180,2740770,1211,99
1705,-82410,1784370,1211,99
1706,-1242630,1527930,1211,99
1707,-118680,1056750,1211,99
1708,-446250,2659650,1211,99
1709,-1268130,1354350,1211,99
1710,-1774890,2084550,1211,99
1711,-381870,2792880,1211,99
1712,556560,1731300,1211,99
1713,1124820,2042310,1211,99
1714,-1212480,2617920,1211,99
1715,436050,1348800,1211,99
1716,-2294430,2384220,1211,99
1717,-164730,2876130,1211,99
1718,-20880,680010,1211,99
1719,17550,654060,1211,99
1720,-359910,1921290,1211,99
1721,880890,2034630,1211,99
1722,1046880,1144800,1211,99
1723,1711860,1553580,1211,99
1724,804720,2396400,1211,99
1725,622920,2337720,1211,99
1726,127200,2593530,1211,99
1727,-1793490,2480040,1211,99
1728,-2098110,2731320,1211,99
1729,-1232070,2161560,1211,99
1730,496500,2646210,1211,99
1731,1292280,822180,1211,99
1732,-685200,894390,1211,99
1733,155520,1734900,1211,99
1734,336120,1177740,1211,99
1735,1534590,2321700,1211,99
1736,1514040,1712460,1211,99
1737,967980,2242590,1211,99
1738,-275310,875400,1211,99
1739,-1402770,1291740,1211,99
1740,-2039250,3058710,1211,99
1741,-830340,1238430,1211,99
1742,-1319460,2815950,1211,99
1743,-829440,1302720,1211,99
1744,-213330,896490,1211,99
1745,-71520,618630,1211,99
1746,253410,1267200,1211,99
1747,-187500,1782390,1211,99
1748,1078410,1312380,1211,99
1749,433470,1008030,1211,99
1750,-118110,2511960,1211,99
1751,-888150,1502370,1211,99
1752,388980,818430,1211,99
1753,1163880,2026500,1211,99
1754,-1348110,1312920,1211,99
1755,1990890,2539980,1211,99
1756,-606870,1951740,1211,99
1757,-186330,2639280,1211,99
1758,-29970,939330,1211,99
1759,1201380,1200990,1211,99
1760,-1077780,1605900,1211,99
1761,1138620,1276380,1211,99
1762,-1610040,1364850,1211,99
1763,-1692930,1891920,1211,99
1764,-609210,1828080,1211,99
1765,-457320,1335480,1211,99
1766,984990,1730850,1211,99
1767,1169040,1736700,1211,99
1768,-1422210,2038170,1211,99
1769,644580,1022970,1211,99
1770,-2071860,1513320,1211,99
1771,5280,1249170,1211,99
1772,1693500,2215650,1211,99
1773,-435720,2424570,1211,99
1774,294480,1564290,1211,99
1775,-1440060,2572290,1211,99
1776,-1044480,1209900,1211,99
1777,-1160340,1962150,1211,99
1778,1435860,1468950,1211,99
1779,340650,2705700,1211,99
1780,-1149720,1556880,1211,99
1781,-636450,2911800,1211,99
1782,1128060,1784010,1211,99
1783,2076300,3000960,1211,99
1784,-1547640,2689530,1211,99
1785,-232140,380490,1211,99
1786,-124470,673110,1211,99
1787,-508800,1311150,1211,99
1788,-809550,2049870,1211,99
1789,-377880,670080,1211,99
1790,-48930,2521080,1211,99
1791,-405300,2864040,1211,99
1792,-253890,1702770,1211,99
1793,509790,2309970,1211,99
1794,-1451520,2068500,1211,99
1795,24330,2830560,1211,99
1796,-556350,2160990,1211,99
1797,-1525980,2849610,1211,99
1798,667110,2525880,1211,99
1799,940530,1074600,1211,99
1800,47430,2243010,1211,99
1801,1739670,1867920,1211,99
1802,-113730,1867590,1211,99
1803,-2041200,1960890,1211,99
1804,-247080,2161050,1211,99
1805,-1425390,1267980,1211,99
1806,-1806090,2826720,1211,99
1807,-1501920,2893230,1211,99
1808,-845370,1805820,1211,99
